author,content,date_time,id,language,number_of_likes,number_of_shares
shakira,It's another big #WorldCup day! ¡Un nuevo gran día de Copa Mundial! #COL #CIV #ENG #URU #JAP #BIH ShakHQ #daretodream http://t.co/3svWLPIiRj,19/06/2014 15:17,4.80E+17,es,2104,1071
shakira,Day 6: We love #Brazil2014! Día 6: ¡Disfrutando de #Brasil2014! ShakHQ #BRA #MEX #BEL #ALG #RUS #KOR #daretodream http://t.co/e7oHfYT2Nj,17/06/2014 16:02,4.79E+17,es,1472,825
shakira,¡Hoy hace exactamente ocho años del #1 de Hips Don't Lie en los Estados Unidos!   http://t.co/o1lj4LL8Mk,16/06/2014 19:55,4.79E+17,es,2051,1070
shakira,¡Muchas gracias @Los40_Spain por este número 1 y gracias a ti @TonyAguilar por tu cariño! Shak,16/06/2014 15:56,4.79E+17,es,988,471
shakira,Day 5: Six more make their #Brazil2014 debut! ¡6 países debutan hoy! #IRN #NGA #GER #POR #GHA #USA #SHQ #daretodream http://t.co/6lCgxyFXAe,16/06/2014 15:17,4.79E+17,es,1356,695
shakira,¡Feliz día del padre! Happy Father's Day! (Foto / Pic: June 6th / 6 de Junio - Washington DC) Shak http://t.co/YmAgz79FKs,15/06/2014 17:02,4.78E+17,es,9881,4075
shakira,Day 4: Another big #WorldCup day! ¡Otro gran día de Copa Mundial!  #SUI #ECU #FRA #HON #ARG #BIH ShakHQ #daretodream http://t.co/z13EGfbCFx,15/06/2014 13:46,4.78E+17,es,1676,1011
shakira,Con tan solo 25 céntimos pueden dar una comida balanceada a un niño. http://t.co/ZJWGGrfS2G ShakHQ @WFP #daretodream,14/06/2014 21:55,4.78E+17,es,890,449
shakira,James!! Espectacular!! #Daretowin!! Shak,14/06/2014 17:53,4.78E+17,es,4276,3508
shakira,"Eso es Colombia!!! 
Suerte en este primer partido del mundial!!",14/06/2014 16:32,4.78E+17,es,6590,5528
shakira,¡Qué viva México! #daretowin,13/06/2014 18:09,4.78E+17,es,8449,6847
shakira,"¡Nuestros amigos en @Twitmusic han creado una página especial con todas sus #daretodream selfies!  
http://t.co/E0YlLwtDUH ShakHQ",13/06/2014 15:10,4.77E+17,es,593,261
shakira,No se pierdan el nuevo comercial de @TMobileLatino con la canción La La La (Brasil 2014) http://t.co/Z7r4AcXbLB ShakiraHQ,12/06/2014 22:40,4.77E+17,es,1418,809
shakira,Gracias @MariaCeleste por la entrevista. Es un placer hablar contigo y verte. Gracias por estar cerca. Shak,12/06/2014 21:57,4.77E+17,es,1389,516
shakira,"No se pierdan la entrevista de Shak en @AlRojoVivo en la que también cantará la canción ""23"". Hoy a las 5pm. ShakHQ",12/06/2014 18:50,4.77E+17,es,1159,658
shakira,"Wow, La La La (Brazil 2014) tiene 100M visitas! Muchas gracias a todos y sigan apoyando al @WFP! http://t.co/dacmQVy6Fw  Shak #daretodream",12/06/2014 08:28,4.77E+17,es,2659,1701
shakira,A sneak peek from the set of the new @TMobileLatino commercial / Un pequeno adelanto del set de grabación.  ShakHQ http://t.co/AlE87QACnQ,11/06/2014 21:03,4.77E+17,es,937,416
shakira,¡Nos ENCANTAN sus #daretodream selfies! Sigan subiéndolas con el código de su país! #JAP #MEX #BEL #RUS SHQ http://t.co/cjU5QKEHHa,09/06/2014 18:44,4.76E+17,es,902,358
shakira,Shakira y @Activia apoyan al Programa de Comidas Escolares de @WFP. Tú también puedes ayudar. ¡Descubre cómo! http://t.co/CMZ7XZKJ7s ShakHQ,06/06/2014 14:33,4.75E+17,es,722,368
shakira,Seems Colombia's daring to dream more than most! Colombia es el país que se atreve a soñar más! #daretodream #COL SHQ http://t.co/SSlux3cvAh,05/06/2014 16:15,4.75E+17,es,1947,1212
shakira,(Si no saben el código de su país lo podrán encontrar aquí http://t.co/TRmc6ose2O.  ShakHQ),02/06/2014 20:00,4.74E+17,es,495,240
shakira,¿Se atreven a soñar con el éxito de su país en la Copa del Mundo? ¡Manden un selfie con #daretodream y el código de su país! ShakHQ,02/06/2014 19:59,4.74E+17,es,609,349
shakira,"¡Nairo, tu fuerza viene del campo colombiano! ¡¡Gracias campeón por darnos el primer lugar en Il Giro d'Italia!! Shak",01/06/2014 16:01,4.73E+17,es,2864,2344
shakira,¡La La La (Brazil 2014) ya ha superado los 50 millones de reproducciones! ¡Increíble! http://t.co/dacmQVy6Fw  ShakHQ http://t.co/ZHrsodkANE,30/05/2014 19:15,4.72E+17,es,2049,1081
shakira,Aquí está la versión en español del video de La La La (Brazil 2014) en apoyo al @WFP con @Activia - http://t.co/bnGafIwU6l. SHQ #daretodream,30/05/2014 11:08,4.72E+17,es,1300,974
shakira,Increíble! Can't Remember To Forget You de Shak y @rihanna ya tiene más de 300 millones de reproducciones http://t.co/M3BXT8Aois  ShakiraHQ,29/05/2014 22:42,4.72E+17,es,1086,612
shakira,¡Ya pueden escuchar el Remix Fiesta Brazil de Dare! https://t.co/yG3dHskrH9 Pueden bajarse los remixes aquí http://t.co/XEeQ8gQ5k4 ShakHQ,28/05/2014 18:09,4.72E+17,es,787,472
shakira,Pasando el balón en el set en tacones y todo con @TMobileLatino. Shak #GranPase http://t.co/mmdwbkFgbK,27/05/2014 20:21,4.71E+17,es,946,480
shakira,¿Se perdieron la espectacular interpretación de Empire que hizo Shak en los @OfficialBBMAs? El video está aquí http://t.co/K1zF0Kgrrr ShakHQ,26/05/2014 22:44,4.71E+17,es,770,436
shakira,Gracias a Abidal/Fabregas/Falcao/Messi/Neymar/Pique/Rodriguez y carlinhos por apoyar esta causa y video que hoy alcanza 25M de visitas! Shak,25/05/2014 17:52,4.71E+17,es,1776,1172
shakira,"Wow, 6m views in a day! / Wow, 6m de reproducciones En un día! http://t.co/dacmQVy6Fw ShakHQ #daretodream",23/05/2014 14:46,4.70E+17,es,1208,789
shakira,Messi! Fabregas! Abidal! Neymar! Rodríguez! Agüero! Falcao! Piqué! &amp; Shakira! Watch / Míralo http://t.co/dacmQVy6Fw ShakHQ #daretodream,22/05/2014 17:40,4.70E+17,es,4853,4182
shakira,La primera persona en twittear los nombres de TODOS los jugadores del vídeo recibirá un RT  http://t.co/dacmQVy6Fw ShakHQ #daretodream,22/05/2014 11:49,4.69E+17,es,808,526
shakira,"Descubre el nuevo videoclip de Shakira, 'La La La (Brazil 2014)', que @Activia ha producido en apoyo al @WFP http://t.co/dacmQVy6Fw  ShakHQ",22/05/2014 11:23,4.69E+17,es,1157,1179
shakira,¡No se pierdan este video de Shak y @BlakeShelton interpretando la canción Medicine anoche en @NBCTheVoice! http://t.co/wE4TAtiOSe ShakHQ,20/05/2014 14:53,4.69E+17,es,843,479
shakira,ESTA NOCHE en @NBCTheVoice Shak interpretará la canción del nuevo álbum Medicine con @blakeshelton. Será a las 8/7c. ShakiraHQ,19/05/2014 21:49,4.69E+17,es,841,459
shakira,"Si te gustó la actuación de Shakira cantando Empire en los #BBMAS, ahora la puedes bajar la canción en @itunesmusic http://t.co/KAFFP76W43",19/05/2014 03:23,4.68E+17,es,1080,510
shakira,Shakira y Gerard en camino a la alfombra roja! Han visto a Shakira cantando Empire en #BBMAs de esta noche? ShakHQ http://t.co/sjZ65G06Ur,19/05/2014 02:12,4.68E+17,es,3921,1749
shakira,Los @OfficialBBMAs también se emitirán en @TNTLA. Los horarios están adjuntos en este gráfico ShakHQ #BillboardsEnTNT http://t.co/cS7rrpv3AQ,18/05/2014 19:53,4.68E+17,es,1324,656
shakira,ESTA NOCHE Shak interpretará Empire en los @OfficialBBMAs. En Estados Unidos se emiten en el canal ABC a las 8/7c SHQ http://t.co/70sJ3kXJS8,18/05/2014 19:45,4.68E+17,es,1002,489
shakira,"¡La canción de Shak La La La (Brasil 2014) ft @carlinhosbrown está en el álbum de @FIFAcom @2014WC_Brazil  http://t.co/xJWWzUUTT1
ShakiraHQ",15/05/2014 20:10,4.67E+17,es,933,647
shakira,"Hoy, 400 niños y niñas reciben atención integral en el nuevo Centro que construimos en Colombia! #PrimeroLoPrimero http://t.co/NzQhe2vCKq",15/05/2014 08:36,4.67E+17,es,1758,798
shakira,Nos complace mucho poder anunciar que Shak actuará en los premios @billboard del Domingo http://t.co/kQHtmf3O8L #BBMAs ShakHQ,14/05/2014 22:41,4.67E+17,es,714,434
shakira,No se pierdan los remixes oficiales de Dare (La La La) en @Beatport. Están aquí: http://t.co/ltL9OMVcOD. ShakHQ http://t.co/A4pm2kTPSa,14/05/2014 15:30,4.67E+17,es,966,489
shakira,"¡¡Muchísimas gracias a todos por su cariño y apoyo a Kristen!!
Thanks to everyone for your support and love to @KristenMerlin! Shak",14/05/2014 01:49,4.66E+17,es,2069,827
shakira,¡Añadimos nuevas fotos en la app de Shak @TMobile! iPhone http://t.co/VimMi0H2we Android http://t.co/Gijl8MbqJI SHQ http://t.co/9TCLYbQMMa,12/05/2014 21:43,4.66E+17,es,1056,450
shakira,No se pierdan vídeos exclusivos de Shak en la aplicación de @TmobileLatino! iPhone http://t.co/VimMi0H2we Android http://t.co/Gijl8MbqJI SHQ,12/05/2014 18:21,4.66E+17,es,514,244
shakira,"¡Ya pueden bajarse de gratis la nueva app de Shak con @TMobile!
Para iPhone http://t.co/VimMi0H2we  Android http://t.co/Gijl8MbqJI  ShakHQ",09/05/2014 19:49,4.65E+17,es,707,422
shakira,¡El día de la madre se acerca! Celebra este día tan especial con Elixir by Shakira...http://t.co/1sPW2sfSir ShakiraHQ http://t.co/QXnGDTGcrI,08/05/2014 18:28,4.64E+17,es,873,358
shakira,¡Muchísimas gracias @DonMogolla por esta ilustración tan linda! ¡La conservaré para la vida! Shak http://t.co/Ogfm8ByfNB,08/05/2014 17:30,4.64E+17,es,1688,620
shakira,Feeling daring today? http://t.co/wxbftL15Ns Mi nueva canción! Mi Nuevo video! Lalala! http://t.co/xZJ5KvukTW  Shak,07/05/2014 15:45,4.64E+17,es,1067,795
shakira,"Aquí les dejamos con el vídeo de la versión en Español de ""La La La"" http://t.co/n4iNZrRcct  ShakiraHQ",07/05/2014 13:30,4.64E+17,es,1022,827
shakira,"¡Ya está aquí - el nuevo video del nuevo sencillo de Shak, Dare (La La La). Pueden verlo AHORA aquí http://t.co/wxbftL15Ns  SHQ #DareVideo",07/05/2014 10:20,4.64E+17,es,1025,883
shakira,Conozcan todos los ganadores de los #PremiosALASBid que se entregaron hoy en Washington @el_BID @MovimientoALAS http://t.co/AfGgbNNnRe SHQ,06/05/2014 23:55,4.64E+17,es,439,230
shakira,.@el_BID RT @MovimientoALAS   #PremioAlasBid en vivo: http://t.co/kUUqlkN2nt,06/05/2014 18:39,4.64E+17,es,419,214
shakira,Hoy juntos con @el_BID  @MovimientoALAS en Washington premiaremos las mejores iniciativas en Primera Infancia! #PremioAlasBid,06/05/2014 10:54,4.64E+17,es,579,306
shakira,!Espero que hayan tenido un feliz día de la Madre en España y en una semana lo volveremos a celebrar! Shak,04/05/2014 21:52,4.63E+17,es,1406,629
shakira,"¡¡Feliz día de la madre!! 
¡De otra mami!
¡Besos! 
Shak http://t.co/XVrKsi8HE1",04/05/2014 11:18,4.63E+17,es,4548,1784
shakira,"No se pierdan este video de Shak cantando en vivo ""The One Thing"" con Tess y Kristen en @NBCTheVoice! http://t.co/A3WajLSQHs ShakHQ",30/04/2014 14:46,4.62E+17,es,871,555
shakira,¡Queremos saber su opinión! ¿Cuáles son sus canciones favoritas del nuevo álbum? https://t.co/BgsAvbUScH ShakiraHQ,30/04/2014 10:17,4.61E+17,es,650,315
shakira,¡Queremos saber su opinión! ¿Cuáles son sus canciones favoritas del nuevo álbum?https://t.co/BgsAvbUScH ShakiraHQ,30/04/2014 01:40,4.61E+17,es,565,277
shakira,Ayer Shak recibió el premio Hero (Héroe) en los Radio Disney Music Awards - por su trabajo con @fpiesdescalzos http://t.co/Wn7grYBTUm ShakHQ,28/04/2014 19:09,4.61E+17,es,733,349
shakira,Mi bebito... http://t.co/1JI9rxqFWa,28/04/2014 15:29,4.61E+17,es,8002,3279
shakira,¡Nos encanta esta versión de #Empire piano- violonchelo realizada por Brooklyn Duo! http://t.co/JkXDhAfaZR ¡Gran trabajo chicos! ShakiraHQ,27/04/2014 13:35,4.60E+17,es,881,516
shakira,No se pierdan este video de Shak interpretando en vivo anoche #Empire en @NBCTheVoice - http://t.co/HgHbHP9HK3 ShakHQ,23/04/2014 19:53,4.59E+17,es,948,601
shakira,Cantando mi canción #Empire en @NBCTheVoice esta noche!! http://t.co/V0h8fxl3f7,23/04/2014 00:20,4.59E+17,es,1547,588
shakira,"Querido Gabo, alguna vez dijiste que la vida no es la que uno vivió, sino la que uno recuerda... http://t.co/5JLgjYpP2t",17/04/2014 20:46,4.57E+17,es,4727,6798
shakira,"¿Ya han visto cómo se hizo el vídeo de ""Empire""? http://t.co/RgOWgdPg2w  ShakHQ",15/04/2014 19:52,4.56E+17,es,818,450
shakira,"Great job on your #Empire cover @PeytonMcMahon!  Nos encanta esta versión de Empire, Peyton! https://t.co/bH1AR0hYMk  ShakHQ",11/04/2014 21:02,4.55E+17,es,884,495
shakira,No se pierdan nuestro vídeo de la inauguración de la nueva escuela de la @fpiesdescalzos en Cartagena con Shak http://t.co/srbHM5J4ys ShakHQ,11/04/2014 19:26,4.55E+17,es,803,490
shakira,Aquí les dejamos con una foto exclusiva de Shak durante el rodaje de Empire (http://t.co/Biq3c78tQK)  ShakHQ http://t.co/E7AfOvEftq,10/04/2014 17:27,4.54E+17,es,1285,616
shakira,"Por si no lo han visto, aquí les mostramos cómo es el librito de la versión standard del nuevo CD de Shak. ShakHQ http://t.co/ysurzsiMis",09/04/2014 19:59,4.54E+17,es,1213,620
shakira,¿Ya han visto el vídeo de Empire? Shakira está (literalmente) en llamas http://t.co/Biq3c78tQK  ShakHQ http://t.co/3dYL6cxItA,08/04/2014 20:59,4.54E+17,es,1198,643
shakira,Awesome! !Nos encanta! ShakHQ RT @shavier_mekira Miren lo que encontré en la Selva Venezolana @Shakira #MyShakira  http://t.co/sgLnGyQ80O,08/04/2014 19:09,4.54E+17,es,991,503
shakira,"Shakira habla en este video de @TMobileLatino sobre su nuevo álbum, tecnología y las redes sociales...  http://t.co/pFJ2xnNKnO ShakHQ",08/04/2014 18:07,4.54E+17,es,565,334
shakira,Si no pudieron ver la actuación de anoche de Medicine con @blakeshelton en los @ACMawards aquí tienen el video http://t.co/oTvwnp3WJA ShakHQ,07/04/2014 23:00,4.53E+17,es,691,404
shakira,"Por eso que nos gustaría ver más fotos de ustedes con el álbum (si pueden, tomadas en lugares especiales) Usen el hashtag #MyShakira! ShakHQ",07/04/2014 19:02,4.53E+17,es,644,349
shakira,"¡Nos encantan las fotos que @ShakiraMedia está recibiendo de los fans con su copia de Shakira, el nuevo álbum! ¡Gran idea! ShakHQ",07/04/2014 19:01,4.53E+17,es,531,273
shakira,Vean entrevista de Shak @ACMawards http://t.co/uzjTAz20Yk (y pueden conseguir Medicine con @blakeshelton aquí http://t.co/3oW56Dc95F) ShakHQ,07/04/2014 16:19,4.53E+17,es,584,329
shakira,¡Mi Barranquilla sigue demostrando que podemos alcanzar nuestras metas con ese optimismo nuestro! ¡Feliz cumple! #Barranquilla201 Shak,07/04/2014 15:58,4.53E+17,es,1472,1339
shakira,"Si vieron la actuación de Shak y @blakeshelton en los @ACMawards, pueden comprar ""Medicine"" en iTunes aquí http://t.co/3oW56Dc95F ShakiraHQ",07/04/2014 02:36,4.53E+17,es,657,339
shakira,"Falta UN DÍA para @ACMawards! Shak y @blakeshelton interpretarán ""Medicine"". Se emitirá en USA en CBS a las 8/7c SHQ http://t.co/ty5nfVFQnU",06/04/2014 00:25,4.53E+17,es,1126,554
shakira,"Para los fans de US, Shak y @blakeshelton interpretarán “Medicine” este domingo en los premios @ACMAwards  ShakHQ http://t.co/0E26QVuVXV",04/04/2014 23:47,4.52E+17,es,830,414
shakira,"No se pierdan nuestro video exclusivo de Shak ensayando ""Empire"" en @BBCTheVoiceUK la semana pasada http://t.co/fYLeijLh79 ShakHQ",04/04/2014 17:36,4.52E+17,es,770,454
shakira,¡Si están en USA no se olviden que pueden conseguir el nuevo álbum de Shak en su @Starbucks favorito! ShakHQ http://t.co/PlTNta7Y13,03/04/2014 15:39,4.52E+17,es,881,439
shakira,"En este #instavideo verán a Shak tocar el cajón en el estudio para la canción ""Broken Record"" del álbum. ShakHQ http://t.co/FpcbOFP0Wd",02/04/2014 18:25,4.51E+17,es,686,471
shakira,On this world education day my wish is that parents and youth... En este día mundial de la educación deseo que... http://t.co/1scmGw3xYv,01/04/2014 23:17,4.51E+17,es,857,504
shakira,"¡Eso me pregunté yo! Te aviso, te anuncio si los encuentro... RT @IsBigJohn  
Oye @shakira ¿Dónde están los ladrones? #BuenDiaParaVos",01/04/2014 23:04,4.51E+17,es,629,390
shakira,En vivo y en directo! RT @issychenoista2 Viendo las giras de @shakira !! #MTVUnplugged #LiveAndOffTheRecord #OralFixationTour #LiveFromParis,01/04/2014 23:03,4.51E+17,es,498,276
shakira,Aquí tienen el video de la entrevista de Shak en @NRJhitmusiconly (inglés y francés) http://t.co/Z4xcxKbL38 ShakHQ http://t.co/ifQ8OdgfMF,01/04/2014 16:57,4.51E+17,es,936,492
shakira,No se pierdan a Shak interpretando 3 canciones en vivo en el concierto de   @iHeartRadio / @Target  http://t.co/vgoMi6QCvn ShakHQ,31/03/2014 21:52,4.51E+17,es,572,313
shakira,"Shak y @blakeshelton interpretarán EN VIVO ""Medicine"" en los @ACMAwards el 6 de Abril en @CBS #ACMs http://t.co/rHsMlSloUg … ShakiraHQ",31/03/2014 21:09,4.51E+17,es,555,354
shakira,"Ahora que ya han escuchado el nuevo álbum (en iTunes aquí  http://t.co/KAFFP76W43). Nos preguntamos: ¿Cuál es su canción favorita? 
ShakHQ",30/03/2014 23:27,4.50E+17,es,766,409
shakira,¡Increíble! ¡El video de Empire ya ha superado los 10 millones de reproducciones! Muchas Gracias http://t.co/Vm77hJGg7y ShakHQ,30/03/2014 19:57,4.50E+17,es,983,532
shakira,Ayer Shakira en @BBCTheVoiceUK (Reino Unido) interpretando Empire ShakHQ http://t.co/XIHyqZeeZF,30/03/2014 14:43,4.50E+17,es,1338,649
shakira,Take a look behind the scenes at Shak's Empire video shoot! / Así se hizo el vídeo de Empire! http://t.co/RgOWgdPg2w ShakHQ,29/03/2014 17:25,4.50E+17,es,987,566
shakira,En un descanso del rodaje de Empire (http://t.co/onY5ymdPu3) comiendo un Shak snack... ShakiraHQ http://t.co/IXov2E12B1,28/03/2014 20:07,4.50E+17,es,1379,680
shakira,"En el siguiente video de @FallonTonight, Shak habla de su álbum, @NBCTheVoice y de Milan http://t.co/SsiT7zePNp   ShakHQ",27/03/2014 18:02,4.49E+17,es,731,414
shakira,!El nuevo álbum de Shakira ha llegado ya a ser Número Uno en 62 países en @iTunesMusic! !Increíble! ShakHQ http://t.co/bqfr9vReSJ,26/03/2014 23:26,4.49E+17,es,1452,1028
shakira,Así fue la fiesta del lanzamiento del álbum @Target http://t.co/VPAq89B0GE (para comprar la Edición Deluxe-&gt; http://t.co/Elfw2i9u7X) ShakHQ,26/03/2014 15:12,4.49E+17,es,723,452
shakira,"Si aún no han visto el maravilloso video de Empire, aquí les dejamos con el link: http://t.co/Vm77hJGg7y  ShakHQ http://t.co/gdrt2kpuDd",25/03/2014 23:38,4.49E+17,es,1410,837
shakira,¡Mi nuevo álbum ya está aquí! Muy emocionada de poderlo compartir con todos ustedes. !Espero que les guste! http://t.co/KAFFP76W43 Shak,25/03/2014 18:31,4.49E+17,es,1091,837
shakira,"¡Para celebrar el lanzamiento del álbum, aquí tienen el maravilloso nuevo vídeo de Empire! http://t.co/fCh0FtgAyd ShakHQ",25/03/2014 13:01,4.48E+17,es,1361,1372
shakira,ONE DAY! / !UN DÍA! #ShakiraCountdown (thank you / Gracias @1nonlyalexx) ShakiraHQ http://t.co/0Io8Wm8owx,25/03/2014 02:52,4.48E+17,es,2054,1048
shakira,Vídeo exclusivo: ¿Quieren ver como Shak grabó Boig Per Tu - Loca Por Ti en el estudio? https://t.co/Mq3GzmHNzD ShakiraHQ,24/03/2014 16:31,4.48E+17,es,788,532
shakira,"Vean un resumen de la presentación del álbum en Barcelona (incluyendo a Shak interpretando en vivo ""23"") http://t.co/htxEwWzsLN ShakiraHQ",23/03/2014 19:23,4.48E+17,es,865,579
shakira,¡Me acaban de contar que soy la persona con más amigos en Facebook en el mundo! ¡¡Aún no me lo creo!! ... http://t.co/t7y5xpJsPy,21/03/2014 17:35,4.47E+17,es,1585,1040
shakira,Ya pueden escuchar un adelanto del álbum Shakira (y conocer qué piensa Shak de cada canción) aquí http://t.co/3Zt9xW1uBj ShakiraHQ,21/03/2014 16:30,4.47E+17,es,875,647
shakira,Un señor con un pincel gigante. Esto quiere decir: FALTAN CUATRO DÍAS #ShakiraCountdown (gracias @DiegoAnaly) ShakHQ http://t.co/8rW0iMpk0K,21/03/2014 13:07,4.47E+17,es,801,423
shakira,"So, who wants to explore Shakira's Empire..? / ¿Quién quiere explorar el Empire (Imperio) de Shakira? http://t.co/SiPkykxgeB ShakHQ",20/03/2014 19:38,4.47E+17,es,893,529
shakira,Only FIVE DAYS TO GO! !Faltan CINCO DÍAS! (Great illustration by / Gran dibujo  @DonMogolla!) #ShakiraCountdown Shak http://t.co/TM6KUKffxw,20/03/2014 14:36,4.47E+17,es,1144,637
shakira,¿Dónde debemos invertir el primer dólar para conseguir una máxima rentabilidad económica? #earlylearning #HispanicEd,20/03/2014 14:15,4.47E+17,es,604,351
shakira,!Me gusta mucho el #ShakiraCountdown de hoy (felicitaciones @JULIOJOSED)! !Y solamente faltan 6 días! Shak http://t.co/3KSTrZ8t8y,19/03/2014 22:36,4.46E+17,es,839,408
shakira,Ya pueden bajarse el remix de @feddelegrand's de Can't Remember To Forget You en Beatport aquí http://t.co/RBOou3UGQb ShakHQ,19/03/2014 20:42,4.46E+17,es,562,314
shakira,"Millones de niños no alcanzan un pleno desarrollo, porqué no tienen acceso a una educación inicial de calidad #HispanicEd",18/03/2014 15:35,4.46E+17,es,995,802
shakira,Nuestros amigos de @ShakiraMega son los autores del gráfico #ShakiraCountdown de hoy (8 días). !Mañana más! ShakiraHQ http://t.co/UJU94X1s00,17/03/2014 15:56,4.46E+17,es,869,442
shakira,"Hoy les presentamos el nuevo comercial de @Activia. ""Sentirse bien empieza por dentro"" aquí el vídeo:  http://t.co/PKwyJfdeNt ShakHQ",16/03/2014 20:07,4.45E+17,es,878,595
shakira,!Ya faltan NUEVE días! #ShakiraCountdown (gracias  @youssef90!). !Ya pueden mandar el de mañana! ShakHQ http://t.co/WaVK5okRK0,16/03/2014 19:27,4.45E+17,es,927,508
shakira,Gran ilustración @vincent_devine. Faltan 10 días para el lanzamiento del álbum. #ShakiraCountdown. !Mañana más!ShakHQ http://t.co/l7TPpIecWL,15/03/2014 19:47,4.45E+17,es,911,473
shakira,Faltan ONCE DÍAS para el lanzamiento dl nuevo álbum de Shakira. En @iTunesMusic está por un precio reducido  http://t.co/KAFFP76W43! ShakHQ,14/03/2014 21:12,4.45E+17,es,759,468
shakira,¡Qué buena onda tiene esta canción!  Y que pedazo de letrista! @GrupManel http://t.co/Fy9WOG8Keo Shak http://t.co/oPsE0cBH5A,14/03/2014 17:32,4.45E+17,es,665,399
shakira,Estoy encantada con los #ShakiraCountdown que nos están mandando. !!Son unos genios!! Continúen enviándonos más! Shak http://t.co/zLm4nCe2b2,14/03/2014 15:25,4.44E+17,es,836,402
shakira,!Todo el mundo está pendiente de...! 11 días en el #ShakiraCountdown (diseño de @krivera155) !Mañana más! ShakHQ http://t.co/0GuvYda6Ad,14/03/2014 14:19,4.44E+17,es,889,478
shakira,Revisen sus relojes - !faltan 12 días! #ShakiraCountdown (diseño de @7ClintChen7) !Mañana más! ShakHQ http://t.co/7iJFlDWSEw,13/03/2014 20:52,4.44E+17,es,873,481
shakira,"No se pierdan este nuevo vídeo con la letra de Empire (del nuevo álbum de Shakira, disponible el 25 de Marzo) http://t.co/UXvAebBioT ShakHQ",13/03/2014 13:05,4.44E+17,es,826,570
shakira,¡¡¡Nos vamos a cuartos!!! Shak http://t.co/AL6McKZbYT,12/03/2014 21:47,4.44E+17,es,2811,2279
shakira,¡TRECE días! #ShakiraCountdown (Gracias a @Brayanb2013 por el gráfico de hoy - !Mañana más!) ShakHQ http://t.co/KxYkT7bCtG,12/03/2014 15:28,4.44E+17,es,756,410
shakira,¡Faltan 2 semanas para el nuevo álbum de Shak! En iTunes http://t.co/CvFDqLlnIJ / CD http://t.co/05xHIkrX5r ShakiraHQ http://t.co/FoisQ5iHCf,11/03/2014 21:24,4.43E+17,es,986,563
shakira,¡Shak está en la portada de este mes de @WomensHealthMag! Para ver el cómo se hizo: http://t.co/KATSDoTt3f ShakHQ http://t.co/93HQI4CTlw,11/03/2014 16:04,4.43E+17,es,1011,518
shakira,En el #ShakiraCountdown de hoy: !Londres llama a su puerta! Felicitaciones @Sitofon Ya pueden mandar el de mañana SHQ http://t.co/HC2KPkySiL,11/03/2014 13:00,4.43E+17,es,827,403
shakira,El #ShakiraCountdown de hoy es obra de @UnGranUlises y nos encanta. ¡Faltan 15 días! ¡Mañana más! ShakHQ http://t.co/hsIcCnfziQ,10/03/2014 20:24,4.43E+17,es,846,470
shakira,Here's another pic from the #Empire video shoot / Aquí les dejamos con otra foto del rodaje del vídeo de #Empire SHQ http://t.co/45xqloMDRB,10/03/2014 17:46,4.43E+17,es,1739,1016
shakira,!Nos están gustando muchísimo los #ShakiraCountdown que nos están mandando! Aquí el de @aljavier12 Mañana más… ShakHQ http://t.co/xLSOadAB5X,09/03/2014 15:42,4.43E+17,es,981,446
shakira,!Hoy el #shakiracountdown es obra de @DAISI_CL! y nos encanta! (Ya pueden mandar el de mañana …) ShakHQ http://t.co/d4aeuXju9R,08/03/2014 15:18,4.42E+17,es,1053,550
shakira,¡Aquí está el diseño tan ingenioso del #shakiracountdown de @hennemac27! (¡Ya pueden mandar el de mañana!) ShakHQ http://t.co/RhgWPyjCbl,07/03/2014 20:18,4.42E+17,es,1187,560
shakira,¡Shak está en la portada de @billboard de esta semana! Aquí la entrevista @leilacobo http://t.co/0pPSRjy3iF ShakHQ http://t.co/px05ALLAge,07/03/2014 19:07,4.42E+17,es,1003,571
shakira,¡Shak está en la portada de la revista @Latina de Abril! Aquí un avance de la entrevista http://t.co/szsdtBlAPH SHQ http://t.co/nJe6zRPouI,06/03/2014 19:00,4.42E+17,es,1310,694
shakira,Nos encanta el diseño @angelorod50 para la cuenta atrás del álbum #shakiracountdown Ya pueden mandar el de mañana SHQ http://t.co/9cKoKUyMo5,06/03/2014 16:30,4.42E+17,es,963,495
shakira,!Feliz cumple Gabo! !Te queremos! Shak,06/03/2014 14:50,4.42E+17,es,1076,593
shakira,¡Aquí está nuestro gráfico favorito de hoy! ¡Gracias @FeimM! Ya pueden mandar el de 19 días ShakHQ #shakiracountdown http://t.co/NzDvpZB4u4,05/03/2014 18:56,4.41E+17,es,1114,593
shakira,¡Faltan 20 días para el lanzamiento del álbum! Queremos que ustedes hagan los gráficos de la cuenta atrás y haremos RT #shakiracountdown SHQ,05/03/2014 17:21,4.41E+17,es,781,577
shakira,"Ya pueden reservar el nuevo álbum de Shak, Shakira (disponible el 25 de Marzo), en @iTunesMusic aquí http://t.co/KAFFP76W43 ShakiraHQ",05/03/2014 02:02,4.41E+17,es,731,444
shakira,"¿Ustedes ya saben que no se puede subestimar a Shak, verdad? ¡Hoy @NBCTheVoice vuelve a las 8/7c! ShakHQ  http://t.co/Jax0ChNP33",04/03/2014 20:49,4.41E+17,es,665,372
shakira,Ya pueden reservar su combo exclusivo del nuevo álbum de Shakira (inc litografía firmada) en nuestra tienda http://t.co/hJ5hAn3yQr ShakiraHQ,28/02/2014 18:26,4.39E+17,es,685,433
